Episode          Prey Reward      Predator Reward         Total Reward
6180                   42                  602                  644
6181                   33                  802                  835
6182                 2912                 1666                 4578
6183                  973                  703                 1676
6184                  655                    3                  658
6185                 1210                  503                 1713
6186                 1360                  803                 2163
6187                   13                  502                  515
6188                   13                  702                  715
6189                  989                  903                 1892
6190                  117                  703                  820
6191                 1067                    3                 1070
6192                   12                  802                  814
6193                  935                  502                 1437
6194                  930                 1011                 1941
6195                 2561                  829                 3390
6196                 1068                  503                 1571
6197                 1823                  804                 2627
6198                   14                  502                  516
6199                   36                  702                  738
6200                 1719                  904                 2623
6201                   54                  602                  656
6202                   25                  802                  827
6203                  968                  503                 1471
6204                   37                  502                  539
6205                   17                  702                  719
6206                   17                  502                  519
6207                   31                  502                  533
6208                 1219                  703                 1922
6209                  524                    2                  526
6210                  115                  603                  718
6211                 2483                 1646                 4129
6212                  115                  903                 1018
6213                   28                  702                  730
6214                 2356                 1027                 3383
6215                   72                 1003                 1075
6216                 1282                  503                 1785
6217                  139                 3011                 3150
6218                 2162                 1429                 3591
6219                   48                  602                  650
6220                  685                  503                 1188
6221                  130                 2407                 2537
6222                 1931                  811                 2742
6223                   55                  702                  757
6224                 1671                    3                 1674
6225                   37                  402                  439
6226                 2759                 1123                 3882
6227                   36                  502                  538
6228                 1229                 1209                 2438
6229                 1387                    3                 1390
6230                   15                  602                  617
6231                 4142                 2294                 6436
6232                  914                    2                  916
6233                  241                  502                  743
6234                  644                  402                 1046
6235                   26                  802                  828
6236                  621                  502                 1123
6237                   37                  302                  339
6238                  774                  503                 1277
6239                  538                  502                 1040
6240                  426                  702                 1128
6241                   53                  602                  655
6242                 1078                  503                 1581
6243                 1644                 1118                 2762
6244                 4222                  873                 5095
6245                   11                  802                  813
6246                  961                  503                 1464
6247                   14                  502                  516
6248                   47                  702                  749
6249                 1066                    3                 1069
6250                  717                    2                  719
6251                 1878                 2741                 4619
6252                  442                  502                  944
6253                   70                  803                  873
6254                  869                  803                 1672
6255                 7151                 4487                11638
6256                  966                  503                 1469
6257                  451                  702                 1153
6258                   22                  602                  624
6259                 1065                  503                 1568
6260                   18                  802                  820
6261                   12                  502                  514
6262                  868                  503                 1371
6263                   39                  502                  541
6264                 1684                  703                 2387
6265                  244                  202                  446
6266                   52                  602                  654
6267                 1918                  903                 2821
6268                   14                  702                  716
6269                  674                  503                 1177
6270                   18                  702                  720
6271                  418                    2                  420
6272                 3153                 2299                 5452
6273                   11                  502                  513
6274                 1844                 1218                 3062
6275                  879                  403                 1282
6276                   50                  802                  852
6277                 1281                  503                 1784
6278                   10                  502                  512
6279                   20                  702                  722
6280                  527                  502                 1029
6281                  869                  703                 1572
6282                   35                  602                  637
6283                  454                  502                  956
6284                   12                  602                  614
6285                 2211                 2667                 4878
6286                  740                    2                  742
6287                  746                  902                 1648
6288                  774                    3                  777
6289                   52                  602                  654
6290                   32                  802                  834
6291                 1465                    3                 1468
6292                 2247                  516                 2763
6293                 1781                    3                 1784
6294                   12                  502                  514
6295                 2027                  408                 2435
6296                  877                  503                 1380
6297                   56                 1203                 1259
6298                  745                  902                 1647
6299                 1658                  424                 2082
6300                 1191                  503                 1694
6301                  123                 1304                 1427
6302                   32                  702                  734
6303                   14                  502                  516
6304                  101                  903                 1004
6305                  462                  703                 1165
6306                 1144                 1115                 2259
6307                   61                  803                  864
6308                 5233                 5568                10801
6309                   14                  502                  516
6310                 4246                 1195                 5441
6311                   67                  903                  970
6312                 1358                    3                 1361
6313                  846                    2                  848
6314                   27                  502                  529
6315                 2759                  524                 3283
6316                   40                  602                  642
6317                   49                  802                  851
6318                  962                  503                 1465
6319                 1923                    4                 1927
6320                   11                  502                  513
6321                 3751                 2502                 6253
6322                 1546                  518                 2064
6323                   67                  903                  970
6324                  739                  902                 1641
6325                   34                  402                  436
6326                   62                  903                  965
6327                   38                  802                  840
6328                  945                  502                 1447
6329                 1210                  503                 1713
6330                  546                  502                 1048
6331                   16                  702                  718
6332                   31                  402                  433
6333                 2481                 1742                 4223
6334                   10                  502                  512
6335                   72                  503                  575
6336                   57                  803                  860
6337                   66                 1103                 1169
6338                 2935                  311                 3246
6339                   53                  802                  855
6340                 1459                    3                 1462
6341                   44                  502                  546
6342                   18                  702                  720
6343                  543                  502                 1045
6344                 1084                  703                 1787
6345                 2269                 1033                 3302
6346                  692                  503                 1195
6347                 1945                  513                 2458
6348                  734                  902                 1636
6349                   27                  402                  429
6350                  616                    2                  618
6351                 4484                  650                 5134
6352                   16                  702                  718
6353                   48                  402                  450
6354                   29                  602                  631
6355                  464                  503                  967
6356                   18                  602                  620
6357                  523                  802                 1325
6358                  467                  503                  970
6359                 1001                  503                 1504
6360                  742                  902                 1644
6361                 1197                  203                 1400
6362                  134                 3311                 3445
6363                 4880                  541                 5421
6364                 1124                  604                 1728
6365                   17                  602                  619
6366                 1414                  803                 2217
6367                   30                  502                  532
6368                   60                  903                  963
6369                  733                  902                 1635
6370                  663                  403                 1066
6371                   30                  802                  832
6372                 1293                  503                 1796
6373                   12                  502                  514
6374                   91                 1103                 1194
6375                 2213                  503                 2716
6376                   37                  602                  639
6377                 2538                  511                 3049
6378                  616                  503                 1119
6379                   56                  803                  859
6380                 2120                  703                 2823
6381                 2629                 1480                 4109
6382                 1442                 1113                 2555
6383                 1146                    2                 1148
6384                   14                  602                  616
6385                  432                  502                  934
6386                 2470                  835                 3305
6387                  335                  502                  837
6388                   25                  502                  527
6389                 4183                 3921                 8104
6390                 1738                  711                 2449
6391                   12                  602                  614
6392                  422                  502                  924
6393                 2220                  903                 3123
6394                   39                  502                  541
6395                   22                  702                  724
6396                  754                  902                 1656
6397                   20                  402                  422
6398                   11                  602                  613
6399                   11                  802                  813
6400                  626                  502                 1128
6401                  567                  303                  870
6402                   93                 1103                 1196
6403                 1024                    2                 1026
6404                  973                  703                 1676
6405                  766                    3                  769
6406                 1341                 1012                 2353
6407                 1697                  803                 2500
6408                  758                  503                 1261
6409                 1338                  911                 2249
6410                   19                  402                  421
6411                   11                  602                  613
6412                 3786                  452                 4238
6413                 3772                  835                 4607
6414                  884                  803                 1687
6415                  788                  503                 1291
6416                  926                 1007                 1933
6417                  757                  903                 1660
6418                   20                  402                  422
6419                   29                  602                  631
6420                  101                 1003                 1104
6421                  966                  503                 1469
6422                  100                  803                  903
6423                   24                  702                  726
6424                  966                  503                 1469
6425                  428                  702                 1130
6426                 2927                 4466                 7393
6427                  925                    2                  927
6428                 5625                 3466                 9091
6429                  426                  502                  928
6430                  126                 1104                 1230
6431                 1949                 1218                 3167
6432                 1858                 1225                 3083
6433                 3256                 2003                 5259
6434                  554                  502                 1056
6435                  430                  702                 1132
6436                   78                 1003                 1081
6437                 2462                 1129                 3591
6438                 1115                  503                 1618
6439                   13                  702                  715
6440                  765                  903                 1668
6441                   14                  402                  416
6442                   69                  903                  972
6443                   30                  802                  832
6444                 6875                 5510                12385
6445                   11                  902                  913
6446                  658                  503                 1161
6447                   59                 1003                 1062
6448                 5357                 2610                 7967
6449                 1447                 2314                 3761
6450                  687                  503                 1190
6451                   50                  502                  552
6452                   52                  702                  754
6453                 2871                  334                 3205
6454                   17                  802                  819
6455                  968                  503                 1471
6456                   13                  502                  515
6457                   15                  702                  717
6458                  525                  502                 1027
6459                 1159                    3                 1162
6460                   35                  602                  637
6461                  436                  502                  938
6462                   57                 1103                 1160
6463                  699                  803                 1502
6464                  322                  502                  824
6465                 2168                 1431                 3599
6466                 1208                  603                 1811
6467                 1379                  503                 1882
6468                  769                  503                 1272
6469                  544                  502                 1046
6470                 2553                  821                 3374
6471                   71                  803                  874
6472                   17                  802                  819
6473                   37                  502                  539
6474                  689                  503                 1192
6475                   27                  502                  529
6476                   14                  702                  716
6477                   10                  902                  912
6478                 1109                  503                 1612
6479                  639                    2                  641
6480                   38                  802                  840
6481                  623                  502                 1125
6482                   33                  302                  335
6483                   51                  502                  553
6484                 2983                 1248                 4231
6485                  450                  502                  952
6486                 1759                  823                 2582
6487                  792                  503                 1295
6488                   14                  502                  516
6489                   54                  702                  756
6490                  737                  902                 1639
6491                   10                  402                  412
6492                 1412                  603                 2015
6493                 2977                  538                 3515
6494                   39                  702                  741
6495                  521                  502                 1023
6496                  441                  702                 1143
6497                   11                  602                  613
6498                  674                  503                 1177
6499                   67                  903                  970
6500                 1029                  806                 1835
6501                 4952                  799                 5751
6502                   74                 1103                 1177
6503                  947                  502                 1449
6504                   63                  903                  966
6505                 1055                  702                 1757
6506                  441                  702                 1143
6507                  637                    2                  639
6508                 2233                   11                 2244
6509                  781                  803                 1584
6510                 1643                  517                 2160
6511                 1708                  703                 2411
6512                  669                  403                 1072
6513                 1632                 1308                 2940
6514                  396                  903                 1299
6515                 1023                    2                 1025
6516                  440                  702                 1142
6517                   24                  602                  626
6518                  673                  503                 1176
6519                   67                  903                  970
6520                  557                  803                 1360
6521                  371                  503                  874
6522                   33                  502                  535
6523                   18                  702                  720
6524                   13                  902                  915
6525                  229                  502                  731
6526                   47                  402                  449
6527                   45                  602                  647
6528                 2394                 1559                 3953
6529                   55                  703                  758
6530                 2230                 2380                 4610
6531                  463                  503                  966
6532                  106                 1003                 1109
6533                   13                  802                  815
6534                   38                  502                  540
6535                  331                  502                  833
6536                   26                  502                  528
6537                   27                  702                  729
6538                 2467                  932                 3399
6539                 3119                 1574                 4693
6540                   20                  702                  722
6541                  522                  502                 1024
6542                   18                  702                  720
6543                  838                  911                 1749
6544                 1085                  503                 1588
6545                 2086                 1655                 3741
6546                 2017                    3                 2020
6547                   80                  803                  883
6548                  872                  603                 1475
6549                  943                  502                 1445
6550                   18                  502                  520
6551                   25                  702                  727
6552                  557                  503                 1060
6553                  441                  702                 1143
6554                  983                  603                 1586
6555                 2247                 1618                 3865
6556                  743                    2                  745
6557                 1663                    3                 1666
6558                  434                    2                  436
6559                   70                  703                  773
6560                   54                  802                  856
6561                  935                  502                 1437
6562                   40                  502                  542
6563                   15                  702                  717
6564                  805                  503                 1308
6565                   17                  702                  719
6566                 1845                 1014                 2859
6567                 1028                 1006                 2034
6568                 2291                 1656                 3947
6569                 2673                  535                 3208
6570                 2387                 1853                 4240
6571                   23                  702                  725
6572                  562                  503                 1065
6573                 2711                 1165                 3876
6574                 5961                 4693                10654
6575                 1406                    3                 1409
6576                  937                  202                 1139
6577                  623                    2                  625
6578                  422                  502                  924
6579                   45                  602                  647
6580                   15                  802                  817
6581                  527                    2                  529
6582                  323                  502                  825
6583                   15                  502                  517
6584                   83                 1103                 1186
6585                 1196                  903                 2099
6586                   26                  602                  628
6587                   35                  802                  837
6588                 2881                 1044                 3925
6589                  545                  502                 1047
6590                  440                  702                 1142
6591                   17                  602                  619
6592                  437                  502                  939
6593                 1612                  603                 2215
6594                  332                  502                  834
6595                  852                 2320                 3172
6596                   16                  902                  918
6597                 1777                 1341                 3118
6598                 2568                  835                 3403
6599                 1985                  850                 2835
6600                   99                 1003                 1102
6601                  420                  502                  922
6602                   37                  602                  639
6603                  534                  802                 1336
6604                  884                  503                 1387
6605                   33                  702                  735
6606                 3273                  939                 4212
6607                 1452                    2                 1454
6608                   27                  502                  529
6609                   33                  702                  735
6610                   15                  502                  517
6611                   75                  703                  778
6612                 1430                  708                 2138
6613                   11                  502                  513
6614                  110                  803                  913
6615                   47                  602                  649
6616                 3916                  468                 4384
6617                 1239                 1211                 2450
6618                 1310                  603                 1913
6619                  938                  502                 1440
6620                 3186                  953                 4139
6621                   18                  602                  620
6622                 1830                    6                 1836
6623                 1022                  302                 1324
6624                   11                  502                  513
6625                   23                  302                  325
6626                   28                  502                  530
6627                 6929                 3168                10097
6628                   76                  903                  979
6629                  560                  503                 1063
6630                  443                  702                 1145
6631                   35                  602                  637
6632                 1087                  503                 1590
6633                  555                  802                 1357
6634                 3250                 2401                 5651
6635                  847                  602                 1449
6636                  950                  502                 1452
6637                 3098                 1261                 4359
6638                 2392                  503                 2895
6639                 2875                 3219                 6094
6640                  661                  403                 1064
6641                   24                  802                  826
6642                  933                  502                 1435
6643                   31                  502                  533
6644                   18                  702                  720
6645                 3449                  521                 3970
6646                  132                 1908                 2040
6647                 4403                 2842                 7245
6648                 1084                  603                 1687
6649                 1793                    3                 1796
6650                  116                  903                 1019
6651                   60                 1203                 1263
6652                 1332                 1009                 2341
6653                 1574                  603                 2177
6654                 2112                 1366                 3478
6655                 3135                 3178                 6313
6656                   11                  502                  513
6657                   15                  602                  617
6658                  531                  302                  833
6659                   74                 1103                 1177
6660                  540                  502                 1042
6661                 4980                 2623                 7603
6662                   24                  502                  526
6663                   14                  702                  716
6664                 1523                  904                 2427
6665                   28                  602                  630
6666                  101                 1203                 1304
6667                 5268                 1915                 7183
6668                   75                  803                  878
6669                 1727                  806                 2533
6670                   81                  903                  984
6671                   25                  702                  727
6672                   15                  902                  917
6673                  239                  502                  741
6674                 4209                  366                 4575
6675                   26                  702                  728
6676                  527                  502                 1029
6677                 1058                  703                 1761
6678                  691                  503                 1194
6679                 1698                  603                 2301
6680                  339                  502                  841
6681                   50                  502                  552
6682                   46                  702                  748
6683                 1210                  903                 2113
6684                  684                  403                 1087
6685                   19                  802                  821
6686                 5933                 3271                 9204
6687                  579                  503                 1082
6688                  679                  203                  882
6689                   64                 1103                 1167
6690                   17                  902                  919
6691                 1367                  530                 1897
6692                   15                  602                  617
6693                   55                  802                  857
6694                 1704                    3                 1707
6695                  771                  503                 1274
6696                  525                  502                 1027
6697                  430                  702                 1132
6698                   46                  602                  648
6699                 4091                 4234                 8325
6700                  744                  902                 1646
6701                   43                  402                  445
6702                   20                  602                  622
6703                 3493                 1658                 5151
6704                  458                  703                 1161
6705                 1125                  604                 1729
6706                 1425                  804                 2229
6707                  585                  803                 1388
6708                 2029                  708                 2737
6709                  102                  803                  905
6710                   14                  602                  616
6711                 1525                 1304                 2829
6712                   20                  502                  522
6713                  739                    2                  741
6714                  540                  502                 1042
6715                  635                 1211                 1846
6716                   99                  803                  902
6717                  778                  503                 1281
6718                   56                 1003                 1059
6719                 1330                    2                 1332
6720                 1376                    3                 1379
6721                   63                  603                  666
6722                   13                  702                  715
6723                 1780                 1541                 3321
6724                   32                  802                  834
6725                  943                  502                 1445
6726                  526                    2                  528
6727                  720                    2                  722
6728                  524                  502                 1026
6729                   11                  702                  713
6730                  416                    2                  418
6731                 4428                 2971                 7399
6732                  740                  902                 1642
6733                   34                  402                  436
6734                  919                 1003                 1922
6735                  960                  503                 1463
6736                   14                  502                  516
6737                 2460                 1628                 4088
6738                  450                  502                  952
6739                   24                  602                  626
6740                  547                  802                 1349
6741                  338                  502                  840
6742                   83                  603                  686
6743                   17                  702                  719
6744                 1675                    3                 1678
6745                 2486                 1153                 3639
6746                  823                  804                 1627
6747                   14                  502                  516
6748                   14                  502                  516
6749                 2203                    3                 2206
6750                 5859                 3697                 9556
6751                  942                  502                 1444
6752                  544                    2                  546
6753                 1058                  703                 1761
6754                 1168                    3                 1171
6755                   51                  602                  653
6756                  436                  502                  938
6757                   27                  602                  629
6758                  529                  802                 1331
6759                  710                  503                 1213
6760                   16                  502                  518
6761                   24                  702                  726
6762                 4271                 3801                 8072
6763                 2132                  511                 2643
6764                 3080                 1145                 4225
6765                 3282                 2546                 5828
6766                   49                  402                  451
6767                   10                  602                  612
6768                 3589                  355                 3944
6769                 3185                  753                 3938
6770                 3377                  536                 3913
6771                  347                  502                  849
6772                   16                  502                  518
6773                   42                  702                  744
6774                 2169                 1332                 3501
6775                 2664                  829                 3493
6776                 8311                 7656                15967
6777                   23                  702                  725
6778                   17                  902                  919
6779                  261                  503                  764
6780                  230                  202                  432
6781                   31                  602                  633
6782                 3678                 1346                 5024
6783                  424                  702                 1126
6784                   17                  602                  619
6785                  460                  503                  963
6786                   34                  602                  636
6787                  527                  802                 1329
6788                  332                  502                  834
6789                   60                 1003                 1063
6790                 1670                  703                 2373
6791                   11                  402                  413
6792                   18                  602                  620
6793                   17                  802                  819
6794                  942                  502                 1444
6795                   11                  502                  513
6796                 2346                  714                 3060
6797                  647                    2                  649
6798                 1332                  510                 1842
6799                 3221                 2275                 5496
6800                   28                  402                  430
6801                 1074                    3                 1077
6802                   47                  802                  849
6803                 1469                  503                 1972
6804                 1754                 1723                 3477
6805                   15                  602                  617
6806                 1215                  503                 1718
6807                 4885                 2229                 7114
6808                  716                  803                 1519
6809                 1509                  803                 2312
6810                  805                 1003                 1808
6811                  527                  502                 1029
6812                  432                  702                 1134
6813                 1740                  613                 2353
6814                  818                    2                  820
6815                   27                  502                  529
6816                  334                  502                  836
6817                   36                  502                  538
6818                 2290                 1155                 3445
6819                 2640                  813                 3453
6820                 1129                 1106                 2235
6821                 1133                    2                 1135
6822                   51                  602                  653
6823                  428                  502                  930
6824                 2364                 1129                 3493
6825                 2632                  511                 3143
6826                   62                  703                  765
6827                   60                 1003                 1063
6828                   38                  802                  840
6829                   15                  502                  517
6830                   12                  602                  614
6831                   58                  803                  861
6832                  701                    3                  704
6833                   33                  702                  735
6834                  563                  503                 1066
6835                  421                  702                 1123
6836                   35                  602                  637
6837                  444                  502                  946
6838                   46                  602                  648
6839                  536                  802                 1338
6840                  825                    2                  827
6841                 2644                  516                 3160
